인허가 변경일자,인허가 번호,상호명,주소,전화번호,인허가 before 정보,인허가 after 정보
="20250522",="20240437264",순천만민물장어,경기도 부천시 소사구 부광로8번길 16(1층 101호 괴안동  조양휴캐슬),,김**,허**
="20250522",="20160353033",숲마루,경기도 용인시 수지구 동천로 233(동천동  4동 1층  2층),="0312765511",김**,박**
="20250522",="20250136072",스시율 포이점,서울특별시 서초구 마방로10길 53(102호 양재동),,박**,김**
="20250522",="20230101732",슬로우캘리 마곡나루점,서울특별시 강서구 마곡중앙로 161-11(힐스테이트에코마곡나루역라마다앙코르서울 A-127호 마곡동),,박**,신**
="20250522",="20080193757",시골추어탕,인천광역시 미추홀구 경원대로851번길 50(주안동),="0324415763",백**,백**
="20250522",="20040025901",신의주 찹쌀 순대,서울특별시 종로구 새문안로3길 23(내수동 경희궁아침4단지 108 109 110 111호),,이*******,이**
="20250522",="20160105318",신전떡볶이 도곡점,서울특별시 강남구 남부순환로359길 27(지상1층 B호 도곡동),,성**,서**
="20250522",="20170063711",심야상회 1.5호점,서울특별시 은평구 응암로14길 8(B동 1층 101호 응암동),,문**,지**
="20250522",="20200295279",아임카페,경기도 안양시 만안구 박달우회로 188(1층 안양동),,최**,장**
="20250522",="20110086452",안동집,서울특별시 영등포구 당산로16길 22(당산동1가  지상1층일부),,강*******,정**
="20250522",="20210356180",에어라인홀덤펍,경기도 시흥시 정왕대로 178(광개토빌딩2 2층 203호 일부호 정왕동),,정**,조**
="20250522",="20100205368",역전할머니맥주 경인교대점,인천광역시 계양구 계산로 117(계산동 1층),,박**,이**
="20250522",="19940059750",역전할머니맥주 공릉점,서울특별시 노원구 동일로192길 80(1층 공릉동),="029778196",박**,김**
="20250521",="19940059750",역전할머니맥주 공릉점,서울특별시 노원구 동일로192길 80(1층 공릉동),="029778196",김**,박**
="20250521",="19940059750",역전할머니맥주 공릉점,서울특별시 노원구 동일로192길 80(1층 공릉동),="029778196",김**,박**
="20250522",="20210070954",연남족발 홍대본점 주식회사,서울특별시 마포구 와우산로29길 69(1층 101호 서교동),,이**,라**
="20250522",="20240073136",오팔식당,서울특별시 성북구 보문로 73(지상1층 보문동5가),,박**,김**
="20250522",="20170269136",온육집 수원영통점,경기도 수원시 영통구 청명남로4번길 13-4(1층 영통동),,이**,최**
="20250522",="20150364461",왔다야식포차,경기도 화성시 향남읍 평6길 53,,김**,김**
="20250522",="20130375193",용가네 손만두,경기도 여주시 북내면 고달사로 459(1동 1층),="0318835252",용**,김**
="20250522",="20150301164",우동에 빠지다,경기도 부천시 소사구 경인로 35(1층일부호 송내동),,문**,신**
="20250522",="19860120037",우마주 길동점,서울특별시 강동구 양재대로 1471(1층 108호 길동),,강**,한**
="20250522",="20230494137",우리할매떡볶이 동백점,경기도 용인시 기흥구 평촌1로2번길 6-1(103호 동백동),,남**,남*******
="20250522",="20250384198",웍스터 KT위즈파크점,경기도 수원시 장안구 경수대로 893(수원종합운동장야구장 2층 C-203호 조원동),,K****************,K****************
="20250522",="20140277247",원조왕십리곱창구이전문,경기도 성남시 수정구 남문로24번길 2(1층 태평동),="0317545821",정**,한**
="20250522",="20210331076",유미카츠 선부점,경기도 안산시 단원구 선부광장로 71(원영크레온오피스텔 103 104호 선부동),,박**,이*******
="20250522",="20240136691",육전국밥 내방역점,서울특별시 서초구 방배로 162(1층 방배동),,권*******,김*****************
="20250522",="20200029943",을지 백탄 뼈구이,서울특별시 중구 을지로 110-2(2층 을지로3가),,오**,김**
="20250522",="20200029942",을지 백탄 뼈구이,서울특별시 중구 을지로 110-2(1층 을지로3가),,오**,백**
="20250522",="20090070122",이가네 양꼬치 공덕점,서울특별시 마포구 도화길 48(도화동 1 2층),,권**,H***********
="20250522",="20190367117",이대장,경기도 용인시 기흥구 서천로202번길 6(1층 일부호 농서동),="0312024903",정**,최**
="20250522",="20210195988",일일수작 인천도화점,인천광역시 미추홀구 숙골로95번길 19(103 104호 도화동),,강**,전**
="20250522",="20050364009",장쟁이쌈선생,경기도 화성시 세자로441번길 3(안녕동),="0312380035",이**,장**
="20250522",="20230460648",장칼한판,경기도 고양시 일산서구 가좌3로 7-1(나동 103호 가좌동),,고**,박**
="20250522",="20240405374",정드림흑염소 의정부호원점,경기도 의정부시 범골로 44(지상1층 호원동),="0318777779",진**,진**
="20250522",="20150285043",정드림흑염소 의정부망월사역점,경기도 의정부시 평화로 252(지상1층 호원동),,김**,진**
="20250522",="20020098075",족발 신선생 방배점,서울특별시 서초구 효령로31길 52(1층 방배동),="025953574",송*******,함**
="20250522",="20160197966",주둥이만 청와대,인천광역시 연수구 청량로113번길 34(1층일부  2층 옥련동),="0324340092",이**,허**
="20250522",="20240154857",쥬크박스(Juke Box),서울특별시 송파구 오금로15길 13(지하1층 B01호 방이동),,기**,임**
="20250522",="20210354625",진수성찬,경기도 시흥시 산기대학로 29(A동 1층 101호 일부호 정왕동),="0313196095",윤**,신**
="20250522",="20110356098",진주옥,경기도 파주시 법원읍 술이홀로 1012-2(1층),="0319580125",임**,김**
="20250522",="20240565290",집근처포장마차,경기도 화성시 우정읍 남양만로 898(1동 1층 일부호),,김**,이**
="20250522",="20240555625",집밥. 그'리고,경기도 김포시 초당로16번길 86-4(1동 103호 장기동),,강**,이*******
="20250522",="20080355660",집밥생선구이,경기도 파주시 가재울로 99-36(1층일부 목동동),="0319414408",김**,이*******
="20250522",="20110279064",참맛한상,경기도 성남시 중원구 둔촌대로 388(211-1호 상대원동 크란츠테크노),="0317356250",김**,오**
="20250522",="20090087533",출출할때,인천광역시 서구 검단로 758(불야성 A 1-2호 불로동),="028478887",김**,김*******
="20250522",="20130285287",카페 연곰,경기도 의정부시 녹양로 41(지상1층 가능동),="0318712346",신**,한**
="20250522",="20250154335",카페드로잉,서울특별시 송파구 석촌호수로 258(1층 105호 송파동  잠실 아르누보 팰리스),,이**,이**
="20250522",="20140282041",카페드린,경기도 성남시 분당구 판교공원로1길 32(1층 판교동),,한**,안**
="20250522",="20220417589",탕화쿵푸마라탕철산점,경기도 광명시 디지털로 17(2층 201호 철산동),="028557080",최*****,최*
="20250522",="20230528193",통큰양꼬치,경기도 포천시 중앙로119번길 17(1층 신읍동),,Z*********,Z***********
="20250522",="20180066601",파스타입니다DMC점,서울특별시 서대문구 응암로 32(DMC한양 지층 5 6호 북가좌동),="023049599",권************,김**
="20250522",="20150309116",퍼홍,경기도 평택시 안중읍 안중로84번길 35,,두**,N**************
="20250522",="20210350477",평내양평해장국,경기도 남양주시 경춘로 1158(주1동 1층 평내동),,박************,장**
="20250522",="20230125368",포케올데이 보라매점,서울특별시 관악구 보라매로 51(1층 1호 봉천동),,이**,박**
="20250522",="20240105236",포케바,서울특별시 양천구 목동서로 35(1층 101호 목동),,이**,이*******
="20250522",="20240131637",푸짐한,서울특별시 관악구 신림동5길 43(1층 신림동),,이**,송**
="20250522",="20000203003",한결통아구찜,인천광역시 부평구 주부토로 26-1(부평동),,최**,김********************
="20250522",="20020316874",한우88도매장 안산고잔점,경기도 안산시 단원구 광덕2로 155-16(고잔동  709-14  1층),="0314145289",이**,박**
="20250522",="20060277232",한중회담 성남본점,경기도 성남시 수정구 시민로175번길 30(101호 신흥동),="0317565519",박**,강**
="20250522",="20070353291",행복청국장 보리밥,경기도 용인시 수지구 수지로113번길 15(성복동 분산상가 104 105 106호),="0312638245",김*******,오*******
="20250522",="20250554234",호텔마리나베이서울 이츠플레이스,경기도 김포시 고촌읍 아라육로152번길 210-34(2층),,염**,김**
="20250522",="20020208529",화영소머리국밥,인천광역시 서구 건지로250번길 22(가좌1동새마을금고 1층 일부호 가좌동),="0325735096",김**,장**
="20250522",="20190372370",(주)웅진씽크빅,경기도 파주시 회동길 20(주웅진씽크빅 1층 문발동),="0319567260",이**,윤*******************
="20250522",="20140370300",GS25 광적석우점,경기도 양주시 광적면 광적로 192(B동),="0318552997",황**,정**
="20250522",="20210339882",긱스타(Geekstar PC Cafe),경기도 고양시 덕양구 고양대로1384번길 9(신원당프라자 지하1층 1일부호 성사동),,신**,홍**
="20250522",="19820370021",금성다방,경기도 양주시 덕정길 13(덕정동),="0318660015",이**,이**
="20250522",="20240561812",김종구부산어묵 병점점,경기도 화성시 효행로 1076-8(한마음프라자 108호 병점동),,김**,김**
="20250522",="20200379547",노브랜드버거 김포풍무점,경기도 김포시 풍무로 73(퍼플오션 1층 108 109 110호 풍무동),="0319967867",강**,장**
="20250522",="20160087072",당산분식,서울특별시 영등포구 당산로28길 9(1층 당산동3가),="0226770621",이**,이************
="20250522",="19990106945",도가원족발,서울특별시 강남구 역삼로 310(역삼동 한솔필리아 지하2층 1호),="0220069183",정**,이**
="20250522",="20180095344",레드포스PC아레나 봉천점,서울특별시 관악구 은천로 109(한독빌딩 지하1층 봉천동),,유**,유**
="20250522",="20210203482",로우슬로우커피,인천광역시 남동구 서판로6번길 1(1층 일부 만수동),,임**,황**
="20250522",="20240492421",메가엠지씨커피 일산장항쌍용점,경기도 고양시 일산동구 장항한강3로 30(쌍용 더 플래티넘 장항 근린생활시설 1층 6호 장항동),,강**,강**
="20250522",="20210331477",무근본다방 고잔점,경기도 안산시 단원구 이삭로 18(1층일부 고잔동),,정**,이**
="20250522",="20040360134",배스킨라빈스 안성중앙점,경기도 안성시 중앙로 401(1층 동본동),="0316710031",도**,편**
="20250522",="20090087278",불커피 BULL COFFEE(여의도점),서울특별시 영등포구 여의나루로4길 23(1층 여의도동  한국예탁결제원),="0237743656",제**,강**
="20250522",="20210287612",브라보스토어 서현,경기도 성남시 분당구 안골로 12-6(지하1층 B02일부호 서현동  동양프라자),="0317071879",김**,황**
="20250522",="20210385460",빽다방 봉담동화마을점,경기도 화성시 봉담읍 동화길 81-10(상도프라자104호),,김**,이**
="20250522",="20100025411",사랑_경복궁,서울특별시 종로구 삼청로 37(세종로 경복궁 복합편의시설 1층),="0222701202",최**,이**
="20250522",="20210025300",사랑_창덕궁,서울특별시 종로구 율곡로 99(창덕궁 1층 와룡동),="0222701202",최**,이**
="20250522",="20110279284",세븐일레븐 성남광명점,경기도 성남시 중원구 광명로256번길 8-1(1층 중앙동),,홍**,박**
="20250522",="20190352695",수다방,경기도 오산시 오산로 281(2층 오산동),,김**,이**
="20250522",="20240510369",신행복다방,경기도 오산시 원동로37번길 35(2층 원동),,박**,김**
="20250522",="20200205550",씨유 부평청천푸르지오점,인천광역시 부평구 세월천로 16(102호일부호 청천동  청천푸르지오아파트),,우**,이**
="20250522",="20190352193",옥스(OX)PC방,경기도 오산시 법원로 26(강남프라자 2층 일부 청학동),,이**,이**
="20250522",="20210291795",지에스 GS25 의정은빛점,경기도 의정부시 망월로45번길 38(지상1층 101호 호원동  31차 진산은빛마을),,김**,김**
="20250522",="20240381573",처갓집양념치킨,경기도 수원시 영통구 광교마을로 156(하동  광교 더 포레스트),,신**,신**
="20250522",="20240381572",처갓집양념치킨,경기도 수원시 영통구 광교마을로 156(하동  광교 더 포레스트),,신**,신**
="20250522",="20170292116",커피가가,경기도 안양시 동안구 관악대로342번길 19(1층 관양동),,박**,조**
="20250522",="20220041364",컴포즈커피 금호사거리점,서울특별시 성동구 독서당로 327(1층 금호동3가),="0222335919",노**,이**
="20250522",="20220393505",컴포즈커피 평촌 꿀벌말점,경기도 안양시 동안구 흥안대로456번길 82(밀레니엄프라자 1층 101호 평촌동),,권**,전**
="20250522",="20190370296",크리드PC방,경기도 용인시 수지구 만현로 82-4(헤르메스상가 4층 405일부호 상현동),,김**,이**
="20250522",="20160273122",투썸플레이스 수원호매실점,경기도 수원시 권선구 금곡로102번길 45(금곡동  105호~203호),="0312978900",이**,신**********************
="20250522",="20180212706",투썸플레이스인천청라중앙점,인천광역시 서구 청라커낼로288번길 10(더스페이스타워 106호 203호 204호 청라동),="0325662366",이**,이**
="20250522",="20190325062",팡팡스테이션,경기도 동두천시 중앙로 110-17(현대프라자 5층 503호 지행동),,박**,윤**
="20250522",="20130362546",피자헤븐 김포점,경기도 김포시 유현로237번길 69-1(1층 풍무동),="0319978999",장**,김**
="20250522",="20170087241",한방토종닭집,서울특별시 영등포구 디지털로37나길 5(1층 대림동),="028416374",조**,최**
="20250522",="20070355161",(주)웅진씽크빅,경기도 파주시 회동길 20(지하1층 문발동  웅진파주사옥),,이**,윤*******************
="20250522",="20180106283",남명학사 서울관,서울특별시 강남구 자곡로 116(지하1층 자곡동),="024597723",박**,김**
="20250522",="20050025497",상록수어린이집,서울특별시 종로구 송월1길 73-7(상록수 어린이집 행촌동),="027381773",한**,상********
="20250522",="20170360295",제일산업(주)안성공장,경기도 안성시 미양면 신두만곡로 573(1층),,민*******,민**
="20250522",="20250136070",(주)블랑제리가마,서울특별시 서초구 동광로10길 2(1층 방배동),,김**,김**
="20250522",="20100281083",자연드림 힐링밥상 분당정자점,경기도 성남시 분당구 정자로 105(정자동  새소망전인교육센타 1층 102호 일부  103호 일부),="0317260990",부**,강**
